victim_id,name,age,gender,occupation,district,repeat_victim,vulnerability_index
164,Krishna Nair,26,Female,Farmer,Hassan,false,0.1
165,Ramesh Kumar,36,Male,Labour,Shivamogga,true,0.4
166,Arun Khan,28,Male,Business,Belagavi,false,0.17
167,Lakshmi Fernandes,72,Female,Government Employee,Hassan,false,0.4
168,Girish Patel,27,Female,Housewife,Tumakuru,false,0.82
169,Suresh Kumar,30,Female,Retired,Bengaluru Rural,false,0.26
170,Mohan Gowda,63,Female,Housewife,Kalaburagi,false,0.36
171,Arun Shetty,35,Male,Retired,Udupi,false,0.38
172,Meera Menon,35,Male,Private Employee,Ballari,false,0.5
173,Nandini Iyer,39,Male,Retired,Belagavi,false,0.49
174,Pooja Patel,32,Other,Farmer,Shivamogga,false,0.24
175,Mohan Shetty,47,Male,Business,Dharwad,false,0.99
176,Krishna Hegde,40,Female,Government Employee,Hassan,true,0.17
177,Pooja D'Souza,19,Male,Labour,Shivamogga,false,0.83
178,Mohan Prasad,27,Male,Labour,Mysuru,false,0.86
179,Rekha Shetty,24,Male,Labour,Shivamogga,false,0.83
180,Kumar Rao,30,Male,Government Employee,Shivamogga,true,0.58
181,Ravi Patil,11,Female,Labour,Udupi,false,0.69
182,Anita Iyer,46,Female,Private Employee,Udupi,false,0.72
183,Mohan Sharma,40,Male,Farmer,Bengaluru Rural,false,0.73
184,Rajesh Murthy,18,Female,Farmer,Kalaburagi,false,0.87
185,Anita Fernandes,33,Male,Retired,Bengaluru Urban,true,0.91
186,Lakshmi Murthy,45,Male,Labour,Hassan,false,0.37
187,Suresh Patel,63,Male,Retired,Kalaburagi,false,0.76
188,Anita Naik,48,Male,Labour,Ballari,false,0.65
189,Priya Naik,46,Female,Retired,Hassan,false,0.16
190,Rekha Murthy,64,Male,Private Employee,Dharwad,false,0.12
191,Lakshmi Singh,21,Male,Farmer,Hassan,false,0.41
192,Vijay Shetty,45,Female,Retired,Kalaburagi,false,0.71
193,Shiva Patil,46,Female,Government Employee,Udupi,false,0.7
194,Kumar Iyer,21,Male,Retired,Dharwad,false,0.29
195,Meera Nair,18,Male,Housewife,Mysuru,false,0.91
196,Kavita D'Souza,19,Male,Farmer,Bengaluru Rural,false,0.54
197,Ganesh Naik,62,Female,Government Employee,Mysuru,false,0.89
198,Maria Naik,34,Female,Labour,Dharwad,false,0.78
199,Shameer Reddy,70,Female,Student,Ballari,true,0.67
200,Kumar Shetty,62,Female,Labour,Udupi,false,0.24
201,Arun Rao,20,Male,Retired,Bengaluru Urban,false,0.83
202,Kumar Kumar,26,Male,Retired,Belagavi,false,0.32
203,Ramesh Hegde,47,Male,Retired,Kalaburagi,false,0.91
204,Shiva Menon,67,Male,Student,Dharwad,true,0.11
205,Mohan Patel,53,Male,Housewife,Kalaburagi,true,0.78
206,Rekha Swamy,35,Male,Government Employee,Kalaburagi,false,0.71
207,Patel Patel,40,Female,Student,Dakshina Kannada,false,0.65
208,Girish Pillai,24,Male,Labour,Udupi,false,0.83
209,Rekha Shetty,37,Male,Private Employee,Kalaburagi,false,0.77
210,Anita Rao,26,Male,Government Employee,Ballari,false,0.67
211,Priya Shetty,14,Female,Business,Udupi,true,0.44
212,Arun Naik,42,Female,Business,Dharwad,false,0.76
213,Shiva Swamy,38,Female,Farmer,Belagavi,false,0.7
214,Joseph Sharma,69,Female,Farmer,Bengaluru Rural,false,0.62
215,Girish Reddy,62,Male,Retired,Kalaburagi,true,0.16
216,Rajesh Fernandes,66,Male,Retired,Hassan,false,0.8
217,Lakshmi Pillai,69,Male,Labour,Udupi,false,0.54
218,Vijay Prasad,56,Male,Labour,Mysuru,false,0.56
219,Girish Murthy,37,Male,Housewife,Ballari,false,0.96
220,Arun Reddy,44,Male,Government Employee,Bengaluru Urban,false,0.21
221,Anita Shetty,23,Male,Housewife,Mysuru,false,0.48
222,Rekha Shetty,60,Male,Labour,Bengaluru Urban,true,0.41
223,Lakshmi Swamy,64,Male,Labour,Belagavi,false,0.53
224,Vijay Sharma,50,Female,Labour,Dharwad,false,0.23
225,Shiva Iyer,33,Female,Retired,Kalaburagi,false,0.46
226,Patel Nair,45,Female,Housewife,Udupi,true,0.67
227,Deepa Pillai,40,Male,Business,Tumakuru,false,0.59
228,Pooja Rao,49,Female,Student,Bengaluru Rural,false,0.58
229,Shiva Rao,59,Male,Labour,Bengaluru Rural,false,0.65
230,Lakshmi Gowda,32,Male,Housewife,Kalaburagi,true,0.58
231,Arun Reddy,33,Female,Government Employee,Mysuru,false,0.79
232,Joseph Patil,24,Male,Private Employee,Mysuru,true,0.15
233,Vijay D'Souza,41,Female,Government Employee,Kalaburagi,false,0.91
234,Ganesh Iyer,21,Female,Labour,Ballari,false,0.45
235,Kavita Fernandes,18,Female,Business,Dharwad,true,0.67
236,Sunita Raju,51,Other,Business,Tumakuru,false,0.69
237,Ramesh Fernandes,27,Male,Farmer,Mysuru,false,0.99
238,Ramesh Raju,48,Male,Student,Dharwad,false,0.66
239,Ravi Naik,36,Female,Labour,Dakshina Kannada,false,0.86
240,Krishna Pillai,42,Male,Government Employee,Bengaluru Urban,false,0.58
241,Sanjay Reddy,19,Female,Government Employee,Kalaburagi,false,0.55
242,Kavita Pillai,72,Male,Labour,Dakshina Kannada,false,0.98
243,Shameer Patel,25,Male,Housewife,Shivamogga,false,0.65
244,Joseph Patil,10,Male,Labour,Kalaburagi,false,0.81
245,Deepa Gowda,33,Female,Labour,Shivamogga,true,0.97
246,Meera Khan,27,Male,Student,Bengaluru Rural,false,0.94
247,Patel Gowda,38,Female,Private Employee,Tumakuru,true,0.65
248,Priya Hegde,29,Other,Private Employee,Bengaluru Urban,false,0.91
249,Ravi Rao,37,Other,Retired,Bengaluru Rural,false,0.61
250,Rajesh Menon,48,Female,Housewife,Bengaluru Rural,false,0.77
251,Anjali Hegde,27,Female,Government Employee,Tumakuru,false,0.12
252,Deepa Iyer,72,Male,Labour,Bengaluru Urban,false,0.68
253,Anjali Patel,52,Male,Retired,Dakshina Kannada,true,0.57
254,Ganesh Naik,47,Female,Farmer,Bengaluru Urban,false,0.48
255,Sanjay Rao,31,Male,Student,Udupi,false,0.72
256,Rajesh Patil,58,Male,Business,Shivamogga,false,0.13
257,Nandini Pillai,31,Female,Government Employee,Tumakuru,true,0.31
258,Krishna Patel,18,Female,Farmer,Bengaluru Rural,false,0.66
259,Nandini Reddy,45,Male,Student,Bengaluru Urban,false,0.9
260,Suresh Fernandes,35,Male,Retired,Bengaluru Rural,true,0.15
261,Sanjay Reddy,24,Female,Retired,Tumakuru,false,0.81
262,Sanjay Fernandes,45,Female,Business,Belagavi,false,0.71
263,Nandini Rao,15,Male,Student,Hassan,false,0.63
264,Vijay Pillai,69,Female,Private Employee,Kalaburagi,false,0.66
265,Shiva Naik,20,Male,Government Employee,Hassan,false,0.96
266,Nandini Raju,40,Female,Housewife,Dharwad,false,0.41
267,Pooja Swamy,18,Female,Housewife,Bengaluru Urban,false,0.84
268,Ramesh Singh,32,Male,Farmer,Shivamogga,false,0.81
269,Lakshmi Fernandes,28,Female,Private Employee,Hassan,false,0.4
270,Kumar Reddy,23,Male,Student,Dharwad,false,0.1
271,Girish Iyer,21,Male,Labour,Udupi,false,0.83
272,Rajesh Khan,63,Male,Student,Belagavi,true,0.42
273,Anita Fernandes,35,Male,Private Employee,Bengaluru Urban,false,0.28
274,Rekha Nair,21,Female,Private Employee,Ballari,false,0.28
275,Arun Gowda,22,Female,Housewife,Kalaburagi,false,0.9
276,Anita Fernandes,21,Male,Private Employee,Shivamogga,false,0.57
277,Rekha D'Souza,50,Female,Business,Bengaluru Rural,true,0.93
278,Deepa Khan,37,Female,Private Employee,Hassan,false,0.67
279,Shameer Swamy,75,Male,Government Employee,Mysuru,false,0.15
280,Anjali Prasad,35,Other,Labour,Tumakuru,false,0.81
281,Mohan Patil,50,Female,Private Employee,Dharwad,false,0.26
282,Maria Murthy,47,Female,Labour,Dharwad,false,0.46
283,Imran Naik,69,Male,Farmer,Dharwad,false,0.46
284,Nandini Patil,24,Female,Private Employee,Dakshina Kannada,false,0.22
285,Pooja Singh,25,Male,Student,Dharwad,false,0.4
286,Ramesh Singh,44,Female,Private Employee,Dakshina Kannada,false,0.26
287,Mohan Singh,28,Female,Government Employee,Ballari,false,0.68
288,Arun Reddy,38,Male,Student,Ballari,false,0.28
289,Patel Menon,22,Female,Farmer,Udupi,false,0.22
290,Patel Raju,73,Female,Student,Dakshina Kannada,false,0.41
291,Krishna Swamy,63,Female,Student,Dharwad,false,0.99
292,Priya Hegde,63,Female,Farmer,Dharwad,false,0.63
293,Patel Fernandes,45,Male,Business,Belagavi,false,0.49
294,Rajesh Fernandes,64,Male,Student,Belagavi,true,0.89
295,Ravi Murthy,29,Female,Private Employee,Belagavi,false,0.48
296,Anita Patel,48,Female,Student,Mysuru,false,0.96
297,Shiva Iyer,28,Female,Retired,Kalaburagi,false,0.45
298,Lakshmi Reddy,37,Male,Labour,Shivamogga,false,0.18
299,Kumar Naik,26,Female,Labour,Bengaluru Urban,false,0.16
300,Rajesh Hegde,60,Male,Business,Dharwad,true,0.57
301,Sanjay Patil,24,Other,Housewife,Ballari,false,0.77
302,Vijay Rao,37,Male,Labour,Mysuru,false,0.95
303,Maria Menon,47,Male,Farmer,Bengaluru Urban,false,0.5
304,Shiva Hegde,70,Female,Labour,Dharwad,false,0.14
305,Rekha Fernandes,28,Male,Government Employee,Kalaburagi,false,0.83
306,Kumar Iyer,21,Female,Labour,Kalaburagi,false,0.27
307,Maria Naik,43,Male,Housewife,Dakshina Kannada,false,0.58
308,Maria Rao,33,Female,Retired,Ballari,true,0.43
309,Ganesh Patel,47,Male,Housewife,Dakshina Kannada,false,0.14
310,Sanjay Patel,17,Female,Farmer,Kalaburagi,true,0.33
311,Kavita Menon,35,Female,Labour,Dharwad,true,0.59
312,Vijay Murthy,25,Female,Housewife,Mysuru,false,0.65
313,Deepa Khan,19,Male,Student,Shivamogga,false,0.5
314,Suresh Menon,29,Female,Labour,Udupi,true,0.67
315,Sanjay Shetty,34,Male,Student,Bengaluru Urban,false,0.79
316,Priya Rao,62,Male,Retired,Bengaluru Urban,false,0.4
317,Mohan Hegde,28,Female,Business,Shivamogga,false,0.25
318,Krishna Patel,34,Male,Farmer,Hassan,false,0.59
319,Priya Rao,54,Male,Private Employee,Mysuru,true,0.69
320,Girish Hegde,13,Male,Government Employee,Shivamogga,false,0.14
321,Anita Iyer,64,Male,Business,Udupi,false,0.99
322,Sunita Reddy,56,Female,Retired,Shivamogga,false,0.79
323,Imran Patel,20,Other,Labour,Bengaluru Rural,false,0.65
324,Pooja Pillai,43,Female,Student,Tumakuru,true,0.78
325,Patel D'Souza,21,Female,Business,Bengaluru Urban,true,0.55
326,Rajesh Pillai,24,Male,Labour,Udupi,false,0.22
327,Ganesh Naik,30,Female,Retired,Shivamogga,false,0.78
328,Kavita Patel,29,Male,Student,Shivamogga,false,0.82
329,Shameer Khan,38,Female,Housewife,Dharwad,false,0.16
330,Suresh Pillai,37,Other,Farmer,Mysuru,true,0.63
331,Priya Prasad,57,Male,Labour,Dakshina Kannada,false,0.28
332,Priya Shetty,50,Male,Labour,Shivamogga,false,0.88
333,Sanjay Khan,42,Male,Labour,Kalaburagi,false,0.76
334,Ravi Khan,46,Male,Business,Dakshina Kannada,false,0.24
335,Sanjay Fernandes,39,Male,Government Employee,Kalaburagi,false,0.53
336,Lakshmi Rao,29,Male,Farmer,Bengaluru Urban,true,0.55
337,Sanjay D'Souza,46,Female,Private Employee,Kalaburagi,false,0.68
338,Rekha Naik,44,Other,Business,Kalaburagi,false,0.25
339,Ganesh Singh,39,Female,Labour,Shivamogga,false,0.73
340,Patel Hegde,44,Male,Student,Belagavi,false,0.71
341,Sunita Iyer,35,Male,Housewife,Dakshina Kannada,false,0.62
342,Ravi Reddy,36,Female,Retired,Kalaburagi,false,0.98
343,Rekha D'Souza,21,Male,Retired,Dakshina Kannada,false,0.55
344,Nandini Shetty,43,Female,Business,Bengaluru Rural,false,0.8
345,Sunita Rao,20,Female,Retired,Udupi,false,0.99
346,Arun Kumar,51,Female,Retired,Ballari,false,0.36
347,Meera Patil,36,Female,Farmer,Dharwad,false,0.95
348,Kumar Rao,37,Male,Housewife,Tumakuru,false,0.91
349,Arun Pillai,50,Male,Government Employee,Bengaluru Rural,false,0.35
350,Priya Murthy,27,Male,Business,Bengaluru Urban,true,0.78
351,Arun Rao,10,Female,Student,Kalaburagi,false,0.99
352,Lakshmi Patel,46,Female,Private Employee,Belagavi,false,0.41
353,Meera Menon,21,Male,Student,Belagavi,false,0.83
354,Patel Sharma,16,Male,Business,Ballari,false,0.73
355,Girish Iyer,62,Female,Labour,Ballari,false,0.27
356,Ravi Pillai,61,Male,Student,Udupi,false,0.5
357,Patel Iyer,43,Female,Private Employee,Kalaburagi,false,0.95
358,Patel Khan,34,Male,Farmer,Udupi,true,0.57
359,Suresh Sharma,47,Male,Business,Dakshina Kannada,false,1
360,Kumar Fernandes,65,Female,Labour,Shivamogga,false,0.32
361,Maria Kumar,28,Male,Student,Mysuru,false,0.39
362,Priya Nair,39,Female,Business,Shivamogga,true,0.58
363,Shiva Patel,33,Female,Business,Shivamogga,false,0.92
364,Imran Pillai,43,Female,Retired,Tumakuru,false,0.2
365,Kavita Swamy,19,Female,Business,Hassan,false,0.87
366,Patel Gowda,69,Male,Farmer,Kalaburagi,false,0.39
367,Shiva Sharma,28,Female,Farmer,Bengaluru Rural,false,0.58
368,Krishna Shetty,35,Female,Labour,Shivamogga,false,0.64
369,Anjali Naik,28,Female,Government Employee,Ballari,false,0.21
370,Nandini Murthy,73,Female,Farmer,Dharwad,false,0.97
371,Kavita Sharma,30,Female,Farmer,Udupi,false,0.3
372,Anjali Murthy,36,Female,Government Employee,Shivamogga,false,0.24
373,Kavita D'Souza,16,Female,Private Employee,Kalaburagi,false,0.58
374,Rajesh Raju,29,Male,Housewife,Belagavi,false,0.62
375,Anita Fernandes,73,Female,Housewife,Dharwad,false,0.36
376,Shiva Rao,21,Female,Student,Belagavi,false,0.62
377,Sanjay D'Souza,35,Female,Housewife,Bengaluru Urban,true,0.98
378,Arun Prasad,18,Female,Retired,Mysuru,false,0.46
379,Sanjay Murthy,21,Male,Housewife,Shivamogga,false,0.8
380,Joseph Kumar,72,Female,Retired,Dakshina Kannada,false,0.5
381,Mohan Reddy,11,Male,Farmer,Bengaluru Urban,false,0.99
382,Shiva Swamy,34,Male,Labour,Shivamogga,false,0.37
383,Mohan Raju,23,Male,Student,Kalaburagi,false,0.58
384,Mohan Prasad,66,Female,Business,Tumakuru,false,0.91
385,Maria Patil,27,Male,Labour,Belagavi,true,0.22
386,Mohan Raju,20,Male,Student,Bengaluru Rural,false,0.56
387,Kumar D'Souza,26,Other,Student,Tumakuru,false,0.95
388,Joseph Raju,40,Male,Labour,Udupi,false,0.92
389,Deepa Prasad,70,Male,Business,Shivamogga,false,0.31
390,Anjali Rao,22,Female,Farmer,Hassan,false,0.22
391,Deepa Nair,33,Male,Housewife,Kalaburagi,false,0.95
392,Deepa Rao,35,Male,Government Employee,Shivamogga,false,0.27
393,Imran Prasad,28,Female,Retired,Mysuru,false,0.81
394,Priya Kumar,27,Male,Business,Shivamogga,false,0.16
395,Kavita Nair,42,Male,Farmer,Dakshina Kannada,true,0.44
396,Arun Reddy,63,Male,Government Employee,Hassan,false,0.54
397,Anjali Shetty,49,Female,Business,Bengaluru Urban,false,0.95
398,Shiva Menon,42,Other,Retired,Dharwad,false,0.33
399,Joseph Sharma,35,Male,Government Employee,Bengaluru Urban,false,0.68
400,Priya Menon,30,Female,Labour,Mysuru,false,0.42
401,Sunita D'Souza,40,Female,Farmer,Dakshina Kannada,false,0.18
402,Kavita Kumar,30,Female,Business,Udupi,false,0.18
403,Patel Shetty,33,Female,Labour,Bengaluru Urban,false,0.48
404,Lakshmi Murthy,35,Female,Business,Kalaburagi,true,0.27
405,Maria D'Souza,51,Female,Private Employee,Tumakuru,false,0.7
406,Joseph Iyer,67,Male,Labour,Mysuru,false,0.89
407,Kumar Kumar,38,Male,Housewife,Ballari,false,0.15
408,Meera Reddy,36,Male,Farmer,Ballari,false,0.87
409,Anita Nair,25,Male,Retired,Tumakuru,false,0.94
410,Krishna Naik,67,Female,Labour,Bengaluru Urban,false,0.65
411,Arun Gowda,23,Male,Housewife,Kalaburagi,false,0.19
412,Pooja Prasad,33,Female,Retired,Bengaluru Rural,false,0.11
413,Priya Murthy,39,Male,Government Employee,Belagavi,false,0.26
414,Girish Menon,54,Female,Housewife,Mysuru,false,0.49
415,Rajesh Reddy,29,Male,Student,Mysuru,false,0.77
416,Joseph Rao,56,Female,Government Employee,Bengaluru Rural,false,0.6
417,Kavita Khan,35,Female,Retired,Mysuru,true,0.2
418,Meera Prasad,12,Male,Farmer,Bengaluru Urban,false,0.41
419,Ravi D'Souza,74,Male,Government Employee,Dharwad,true,0.49
420,Kumar Hegde,47,Male,Business,Dakshina Kannada,false,0.32
